DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table
policycenterlite.dbo.pc_account|AccountOrgType|ID|policycenterlite.dbo.pctl_AccountOrgType|pctl_AccountOrgType_TypeCode / pctl_AccountOrgType_Name / pctl_AccountOrgType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_account|AccountStatus|ID|policycenterlite.dbo.pctl_AccountStatus|pctl_AccountStatus_TypeCode / pctl_AccountStatus_Name / pctl_AccountStatus_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_account|Accounttype|ID|policycenterlite.dbo.pctl_AccountType|pctl_AccountType_TypeCode / pctl_AccountType_Name / pctl_AccountType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_account|PreferredCoverageCurrency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode2 / pctl_Currency_Name2 / pctl_Currency_Description2|TypeCode / Name / Description
policycenterlite.dbo.pc_account|PreferredSettlementCurrency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode1 / pctl_Currency_Name1 / pctl_Currency_Description1|TypeCode / Name / Description
policycenterlite.dbo.pc_account|PrimaryLanguage|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_account|PrimaryLocale|ID|policycenterlite.dbo.pctl_LocaleType|pctl_LocaleType_TypeCode / pctl_LocaleType_Name / pctl_LocaleType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_account|ServiceTier|ID|policycenterlite.dbo.pctl_CustomerServiceTier|pctl_CustomerServiceTier_TypeCode / pctl_CustomerServiceTier_Name / pctl_CustomerServiceTier_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_accountaccount|RelationshipType|ID|policycenterlite.dbo.pctl_AccountRelationshipType|pctl_AccountRelationshipType_TypeCode / pctl_AccountRelationshipType_Name / pctl_AccountRelationshipType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_accountbp7industries|BOPIndustryType|ID|policycenterlite.dbo.pctl_BP7PropertyType|pctl_BP7PropertyType_TypeCode_BOPIndustryType / pctl_BP7PropertyType_Name_BOPIndustryType / pctl_BP7PropertyType_Description_BOPIndustryType|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontact|Subtype|ID|policycenterlite.dbo.pctl_AccountContact|pctl_AccountContact_TypeCode / pctl_AccountContact_Name / pctl_AccountContact_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|Subtype|ID|policycenterlite.dbo.pctl_AccountContactRole|pctl_AccountContactRole_TypeCode / pctl_AccountContactRole_Name / pctl_AccountContactRole_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|drivingPrograms|ID|policycenterlite.dbo.pctl_DrivingPrograms|pctl_DrivingPrograms_TypeCode / pctl_DrivingPrograms_Name / pctl_DrivingPrograms_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|NumberofAccidents|ID|policycenterlite.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode2 / pctl_NumberOfAccidents_Name2 / pctl_NumberOfAccidents_Description2|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|NumberOfAtFaultAccidents|ID|policycenterlite.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode3 / pctl_NumberOfAccidents_Name3 / pctl_NumberOfAccidents_Description3|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|NumberOfMajorViolations|ID|policycenterlite.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode4 / pctl_NumberOfAccidents_Name4 / pctl_NumberOfAccidents_Description4|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|NumberOfMinorViolations|ID|policycenterlite.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode5 / pctl_NumberOfAccidents_Name5 / pctl_NumberOfAccidents_Description5|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|NumberOfOtherAccidents|ID|policycenterlite.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode6 / pctl_NumberOfAccidents_Name6 / pctl_NumberOfAccidents_Description6|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|NumberOfSpeedingViolations|ID|policycenterlite.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode1 / pctl_NumberOfAccidents_Name1 / pctl_NumberOfAccidents_Description1|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|NumberofViolations|ID|policycenterlite.dbo.pctl_NumberOfAccidents|pctl_NumberOfAccidents_TypeCode7 / pctl_NumberOfAccidents_Name7 / pctl_NumberOfAccidents_Description7|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|TrainingClassType|ID|policycenterlite.dbo.pctl_TrainingClassType|pctl_TrainingClassType_TypeCode /  pctl_TrainingClassType_Name /  pctl_TrainingClassType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_accountcontactrole|RelationshipTitle|ID|policycenterlite.dbo.pctl_Relationship|pctl_Relationship_TypeCode /  pctl_Relationship_Name /  pctl_Relationship_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_acctholdercountworkitem|Status|ID|policycenterlite.dbo.pctl_WorkItemStatusType|pctl_WorkItemStatusType_TypeCode_Status / pctl_WorkItemStatusType_Name_Status / pctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
policycenterlite.dbo.pc_accountuserroleassign|AssignmentStatus|ID|policycenterlite.dbo.pctl_AssignmentStatus|pctl_AssignmentStatus_TypeCode / pctl_AssignmentStatus_Name / pctl_AssignmentStatus_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_accountuserroleassign|Role|ID|policycenterlite.dbo.pctl_UserRole|pctl_UserRole_TypeCode / pctl_UserRole_Name / pctl_UserRole_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|ActivityClass|ID|policycenterlite.dbo.pctl_ActivityClass|pctl_ActivityClass_TypeCode / pctl_ActivityClass_Name / pctl_ActivityClass_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|AssignmentStatus|ID|policycenterlite.dbo.pctl_AssignmentStatus|pctl_AssignmentStatus_TypeCode / pctl_AssignmentStatus_Name / pctl_AssignmentStatus_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|AssociatedRole|ID|policycenterlite.dbo.pctl_UserRole|pctl_UserRole_TypeCode / pctl_UserRole_Name / pctl_UserRole_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|Priority|ID|policycenterlite.dbo.pctl_Priority|pctl_Priority_TypeCode / pctl_Priority_Name / pctl_Priority_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|State_Ext|ID|policycenterlite.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|Status|ID|policycenterlite.dbo.pctl_ActivityStatus|pctl_ActivityStatus_TypeCode / pctl_ActivityStatus_Name / pctl_ActivityStatus_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|Subtype|ID|policycenterlite.dbo.pctl_Activity|pctl_Activity_TypeCode / pctl_Activity_Name / pctl_Activity_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|Type|ID|policycenterlite.dbo.pctl_ActivityType|pctl_ActivityType_TypeCode / pctl_ActivityType_Name / pctl_ActivityType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activity|ValidationLevel|ID|policycenterlite.dbo.pctl_ValidationLevel|pctl_ValidationLevel_TypeCode / pctl_ValidationLevel_Name / pctl_ValidationLevel_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|ActivityClass|ID|policycenterlite.dbo.pctl_ActivityClass|pctl_ActivityClass_TypeCode / pctl_ActivityClass_Name / pctl_ActivityClass_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|Category|ID|policycenterlite.dbo.pctl_ActivityCategory|pctl_ActivityCategory_TypeCode / pctl_ActivityCategory_Name / pctl_ActivityCategory_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|EscalationBusCalTag|ID|policycenterlite.dbo.pctl_HolidayTagCode|pctl_HolidayTagCode_TypeCode2 / pctl_HolidayTagCode_Name2 / pctl_HolidayTagCode_Description2|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|EscalationInclDays|ID|policycenterlite.dbo.pctl_IncludeDaysType|pctl_IncludeDaysType_TypeCode2 / pctl_IncludeDaysType_Name2 / pctl_IncludeDaysType_Description2|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|EscalationStartPt|ID|policycenterlite.dbo.pctl_StartPointType|pctl_StartPointType_TypeCode1 /  pctl_StartPointType_Name1 /  pctl_StartPointType_Description1|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|PatternLevel|ID|policycenterlite.dbo.pctl_ActivityPatternLevel|pctl_ActivityPatternLevel_TypeCode / pctl_ActivityPatternLevel_Name / pctl_ActivityPatternLevel_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|Priority|ID|policycenterlite.dbo.pctl_Priority|pctl_Priority_TypeCode / pctl_Priority_Name / pctl_Priority_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|TargetBusCalTag|ID|policycenterlite.dbo.pctl_HolidayTagCode|pctl_HolidayTagCode_TypeCode1 / pctl_HolidayTagCode_Name1 / pctl_HolidayTagCode_Description1|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|TargetIncludeDays|ID|policycenterlite.dbo.pctl_IncludeDaysType|pctl_IncludeDaysType_TypeCode1 / pctl_IncludeDaysType_Name1 / pctl_IncludeDaysType_Description1|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|TargetStartPoint|ID|policycenterlite.dbo.pctl_StartPointType|pctl_StartPointType_TypeCode2 /  pctl_StartPointType_Name2 /  pctl_StartPointType_Description2|TypeCode / Name / Description
policycenterlite.dbo.pc_activitypattern|Type|ID|policycenterlite.dbo.pctl_ActivityType|pctl_ActivityType_TypeCode / pctl_ActivityType_Name / pctl_ActivityType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_actpat_desc_l10n|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_actpat_ssbj_l10n|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_actpat_subj_l10n|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_additionalinsuredcov|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_addInsuredcovBP7ext|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_addlinterestdetail|AdditionalInterestType|ID|policycenterlite.dbo.pctl_AdditionalInterestType|pctl_AdditionalInterestType_TypeCode / pctl_AdditionalInterestType_Name / pctl_AdditionalInterestType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_addlinterestdetail|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_addlinterestdetail|DescriptionProperty|ID|policycenterlite.dbo.pctl_DescriptionProperty_BP7|pctl_DescriptionProperty_BP7_TypeCode / pctl_DescriptionProperty_BP7_Name / pctl_DescriptionProperty_BP7_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_addlinterestdetail|Subtype|ID|policycenterlite.dbo.pctl_AddlInterestDetail|pctl_AddlInterestDetail_TypeCode / pctl_AddlInterestDetail_Name / pctl_AddlInterestDetail_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_address|AddressType|ID|policycenterlite.dbo.pctl_AddressType|pctl_AddressType_TypeCode / pctl_AddressType_Name / pctl_AddressType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_address|Country|ID|policycenterlite.dbo.pctl_Country|pctl_Country_TypeCode / pctl_Country_Name / pctl_Country_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_address|GeocodeStatus|ID|policycenterlite.dbo.pctl_GeocodeStatus|pctl_GeocodeStatus_TypeCode / pctl_GeocodeStatus_Name / pctl_GeocodeStatus_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_address|State|ID|policycenterlite.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_address|Subtype|ID|policycenterlite.dbo.pctl_Address|pctl_Address_TypeCode / pctl_Address_Name / pctl_Address_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_address|PhoneCountry|ID|policycenterlite.dbo.pctl_PhoneCountryCode|pctl_PhoneCountryCode_TypeCode / pctl_PhoneCountryCode_Name / pctl_PhoneCountryCode_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_addresscorrection|Country|ID|policycenterlite.dbo.pctl_Country|pctl_Country_TypeCode_Country / pctl_Country_Name_Country / pctl_Country_Description_Country|TypeCode / Name / Description
policycenterlite.dbo.pc_addresscorrection|State|ID|policycenterlite.dbo.pctl_State|pctl_State_TypeCode_State / pctl_State_Name_State / pctl_State_Description_State|TypeCode / Name / Description
policycenterlite.dbo.pc_affinitygroup|AffinityGroupType|ID|policycenterlite.dbo.pctl_AffinityGroupType|pctl_AffinityGroupType_TypeCode / pctl_AffinityGroupType_Name / pctl_AffinityGroupType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_affinitygroup|PrimaryContactPhoneCountryCode|ID|policycenterlite.dbo.pctl_PhoneCountryCode|pctl_PhoneCountryCode_TypeCode / pctl_PhoneCountryCode_Name / pctl_PhoneCountryCode_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_affinitygroupisobopcode|IsoBopCode|ID|policycenterlite.dbo.pctl_BOPCodeAffinityPrgm_Ext|pctl_BOPCodeAffinityPrgm_Ext_TypeCode_IsoBopCode / pctl_BOPCodeAffinityPrgm_Ext_Name_IsoBopCode / pctl_BOPCodeAffinityPrgm_Ext_Description_IsoBopCode|TypeCode / Name / Description
policycenterlite.dbo.pc_affinitygroupjur|Jurisdiction|ID|policycenterlite.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_affinitygroupstat|State|ID|policycenterlite.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_agencybillplan|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pc_agreementparticipant|FlatPremium_cur|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_FlatPremium_cur / pctl_Currency_Name_FlatPremium_cur / pctl_Currency_Description_FlatPremium_cur|TypeCode / Name / Description
policycenterlite.dbo.pcx_allItemLimit|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_amsapti_ext|Subtype|ID|policycenterlite.dbo.pctl_AmsApti_Ext|pctl_AmsApti_Ext_TypeCode / pctl_AmsApti_Ext_Name / pctl_AmsApti_Ext_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_archiveworkitem|Status|ID|policycenterlite.dbo.pctl_WorkItemStatusType|pctl_WorkItemStatusType_TypeCode_Status / pctl_WorkItemStatusType_Name_Status / pctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
policycenterlite.dbo.pcx_assistedCareLiving|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_assistedCareLiving|limt|ID|policycenterlite.dbo.pctl_HoAssistedCovLimit|pctl_HoAssistedCovLimit_TypeCode / pctl_HoAssistedCovLimit_Name / pctl_HoAssistedCovLimit_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_assistedCareLiving|relationToNI|ID|policycenterlite.dbo.pctl_RelationshipToInsured|pctl_RelationshipToInsured_TypeCode / pctl_RelationshipToInsured_Name / pctl_RelationshipToInsured_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_attribute|Type|ID|policycenterlite.dbo.pctl_UserAttributeType|pctl_UserAttributeType_TypeCode_Type / pctl_UserAttributeType_Name_Type / pctl_UserAttributeType_Description_Type|TypeCode / Name / Description
policycenterlite.dbo.pc_attributeuser|State|ID|policycenterlite.dbo.pctl_State|pctl_State_TypeCode_State / pctl_State_Name_State / pctl_State_Description_State|TypeCode / Name / Description
policycenterlite.dbo.pc_attr_name_l10n|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenterlite.dbo.pc_attr_desc_l10n|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenterlite.dbo.pc_auditinformation|ActualAuditMethod|ID|policycenterlite.dbo.pctl_AuditMethod|pctl_AuditMethod_TypeCode_ActualAuditMethod / pctl_AuditMethod_Name_ActualAuditMethod / pctl_AuditMethod_Description_ActualAuditMethod|TypeCode / Name / Description
